Country,Year,TRD,EXP,IMP,DCPS,GDPC,FDIN,FDOF,POP,AGFF,MANF,PSAV,GOVE,GDPG,FDI,FIAI,FIDI,FIEI,FII,FMAI,FMDI,FMEI,FMI
Canada,2004,70.19,37.33,32.86,115.44,32143.68,0.14,4.37,31940655,2.17,14.3,76.21,95.02,3.09,0.74,0.5,0.89,0.66,0.78,0.44,0.78,0.74,0.67
Canada,2005,69.76,36.86,32.9,121.66,36382.51,2.18,2.33,32243753,1.88,13.37,72.82,97.06,3.21,0.77,0.5,0.91,0.66,0.79,0.51,0.8,0.78,0.71
Canada,2006,68.05,35.4,32.65,134.12,40504.06,4.87,3.82,32571174,1.7,12.58,82.61,97.56,2.64,0.85,0.79,0.92,0.63,0.91,0.51,0.84,0.9,0.77
Canada,2007,66.28,34.23,32.05,123.53,44659.9,8.2,4.43,32889025,1.59,11.9,82.13,94.66,2.05,0.88,0.79,0.93,0.6,0.91,0.5,0.91,0.99,0.82
Canada,2008,67.02,34.4,32.63,124.1,46710.51,4.52,5.71,33247118,1.77,10.61,85.1,95.15,1,0.84,0.79,0.81,0.63,0.86,0.5,0.81,1,0.78
Canada,2009,58.47,28.52,29.96,..,40876.31,1.52,2.75,33628895,1.55,10.06,89.1,95.69,-2.92,0.91,0.78,0.92,0.67,0.92,0.62,0.97,0.98,0.87
Canada,2010,60.21,29.17,31.04,..,47562.08,1.84,2.25,34004889,1.49,10.03,81.04,95.69,3.09,0.87,0.78,0.9,0.58,0.88,0.66,0.97,0.8,0.83
Canada,2011,62.5,30.68,31.82,..,52223.7,2.14,2.79,34339328,1.77,9.96,86.26,96.21,3.14,0.91,0.78,0.91,0.58,0.89,0.72,0.96,0.95,0.89
Canada,2012,62.6,30.35,32.24,..,52669.09,2.7,3.4,34714222,1.81,10.02,89.1,95.26,1.76,0.91,0.79,0.93,0.76,0.95,0.67,0.98,0.81,0.84
Canada,2013,62.23,30.33,31.9,..,52635.17,3.63,2.95,35082954,1.89,9.59,86.73,96.68,2.33,0.91,0.77,0.93,0.77,0.94,0.68,0.99,0.77,0.84
Canada,2014,64.38,31.74,32.64,..,50956,3.55,3.6,35437435,1.59,9.43,92.86,95.67,2.87,0.91,0.77,0.94,0.74,0.94,0.68,1,0.79,0.85
Canada,2015,66.16,31.85,34.31,..,43596.14,3.85,5.39,35702908,1.87,9.98,94.29,94.76,0.65,0.92,0.77,0.94,0.77,0.95,0.67,0.98,0.85,0.85
Canada,2016,65.36,31.5,33.86,..,42315.6,2.24,4.42,36109487,1.86,9.93,92.86,94.76,1.04,0.9,0.76,0.95,0.77,0.95,0.69,1,0.71,0.82
Canada,2017,65.1,31.45,33.65,..,45129.43,1.54,4.74,36545236,1.89,9.68,87.14,96.67,3.03,0.9,0.74,0.94,0.78,0.94,0.71,1,0.67,0.82
Canada,2018,66.6,32.33,34.27,..,46548.64,2.47,3.64,37065084,1.7,9.87,82.55,94.76,2.74,0.93,0.74,0.94,0.77,0.93,0.71,1,0.87,0.88
Canada,2019,66.17,32.35,33.82,..,46374.15,2.81,4.35,37601230,1.7,9.3,81.6,95.71,1.91,0.9,0.73,0.95,0.77,0.93,0.71,1,0.73,0.84
Canada,2020,61.16,29.47,31.68,..,43562.44,1.76,2.86,38007166,1.84,9.02,84.43,93.33,-5.04,0.87,0.74,0.97,0.79,0.95,0.71,1,0.47,0.75
Canada,2021,62.42,31.22,31.21,..,52515.2,2.95,5.16,38226498,..,..,83.02,94.29,5.29,0.87,0.74,0.97,0.8,0.96,0.71,1,0.47,0.75
China,1980,12.42,5.91,6.51,52.63,312.02,0.02,..,981235000,29.63,..,..,..,7.83,0,0,0,0,0,0,0,0,0
China,1981,14.9,7.45,7.45,56.01,291.36,0.09,..,993885000,31.32,..,..,..,5.11,0,0,0,0,0,0,0,0,0
China,1982,14.22,7.96,6.26,56.8,281.5,0.15,0.02,1008630000,32.79,..,..,..,9.02,0.26,0.03,0.18,0.67,0.27,0.07,0.11,0.57,0.24
China,1983,13.57,7.2,6.36,56.99,297.81,0.21,0.03,1023310000,32.57,..,..,..,10.77,0.26,0.03,0.18,0.67,0.27,0.07,0.11,0.57,0.24
China,1984,15.77,7.89,7.88,60.72,302.59,0.4,0.04,1036825000,31.54,..,..,..,15.19,0.26,0.03,0.18,0.67,0.27,0.07,0.11,0.57,0.24
China,1985,20.69,8.33,12.36,66.19,294.79,0.54,0.2,1051040000,27.93,..,..,..,13.43,0.26,0.03,0.18,0.68,0.27,0.07,0.11,0.56,0.24
China,1986,19.9,8.72,11.18,75.97,281.7,0.62,0.15,1066790000,26.64,..,..,..,8.95,0.27,0.03,0.2,0.68,0.28,0.07,0.11,0.57,0.25
China,1987,20.75,10.42,10.33,78.04,301.73,0.71,0.2,1084035000,26.32,..,..,..,11.66,0.29,0.03,0.21,0.68,0.29,0.08,0.14,0.67,0.29
China,1988,23.03,11.01,12.01,73.98,370.22,0.78,0.21,1101630000,25.24,..,..,..,11.22,0.27,0.03,0.19,0.68,0.28,0.07,0.11,0.56,0.24
China,1989,19.13,9.03,10.11,77.13,407.89,0.74,0.17,1118650000,24.61,..,..,..,4.21,0.26,0.03,0.2,0.68,0.29,0.06,0.1,0.5,0.22
China,1990,22.2,12.45,9.75,86.2,347.58,0.88,0.21,1135185000,26.58,..,..,..,3.92,0.28,0.03,0.23,0.66,0.29,0.07,0.12,0.61,0.27
China,1991,24.07,13.44,10.63,88.36,359.21,1.06,0.22,1150780000,24.03,..,..,..,9.26,0.28,0.03,0.23,0.67,0.3,0.07,0.12,0.6,0.26
China,1992,26.1,13.56,12.54,86.37,423.3,2.26,0.81,1164970000,21.33,..,..,..,14.22,0.29,0.03,0.23,0.79,0.33,0.07,0.11,0.54,0.23
China,1993,25.9,12,13.9,96.9,525.37,4.44,0.71,1178440000,19.31,..,..,..,13.88,0.33,0.03,0.26,0.75,0.33,0.09,0.16,0.75,0.33
China,1994,35.77,18.54,17.23,85.88,473.49,5.99,0.35,1191835000,19.47,..,..,..,13.04,0.36,0.03,0.23,0.74,0.31,0.11,0.2,0.87,0.38
China,1995,34.28,17.95,16.32,84.21,609.6,4.88,0.27,1204855000,19.6,..,..,..,10.95,0.35,0.03,0.23,0.74,0.32,0.1,0.19,0.86,0.38
China,1996,33.81,17.92,15.89,89.46,709.42,4.65,0.24,1217550000,19.33,..,44.15,43.17,9.92,0.38,0.03,0.25,0.72,0.31,0.12,0.22,0.99,0.43
China,1997,34.53,19.49,15.04,96.73,781.74,4.73,0.39,1230075000,17.9,..,..,..,9.24,0.41,0.04,0.31,0.71,0.34,0.14,0.25,1,0.46
China,1998,32.42,18.34,14.08,105.19,828.59,4.44,0.44,1241935000,17.16,..,32.98,50.27,7.85,0.4,0.03,0.3,0.69,0.33,0.13,0.25,1,0.45
China,1999,33.52,18.16,15.36,110.38,873.3,3.75,0.37,1252735000,16.06,..,..,..,7.66,0.4,0.03,0.31,0.72,0.34,0.12,0.23,1,0.44
China,2000,39.41,20.89,18.52,111.12,959.36,3.48,0.38,1262645000,14.68,..,38.1,50.82,8.49,0.38,0.03,0.32,0.72,0.35,0.11,0.2,0.89,0.39
China,2001,38.53,20.31,18.22,110.04,1053.11,3.51,0.72,1271850000,13.98,..,..,..,8.34,0.35,0.03,0.33,0.71,0.35,0.1,0.18,0.78,0.34
China,2002,42.75,22.64,20.1,117.5,1148.51,3.61,0.43,1280400000,13.3,..,32.28,52.43,9.13,0.38,0.04,0.37,0.72,0.37,0.11,0.2,0.85,0.38
China,2003,51.8,26.98,24.82,125.67,1288.64,3.49,0.51,1288400000,12.35,..,28.64,52.43,10.04,0.4,0.04,0.35,0.74,0.37,0.14,0.22,0.93,0.42
China,2004,59.51,31.06,28.44,118.64,1508.67,3.48,0.41,1296075000,12.92,31.98,31.55,53.23,10.11,0.43,0.04,0.39,0.77,0.39,0.15,0.23,1,0.45
China,2005,62.21,33.83,28.38,111.84,1753.41,4.55,0.6,1303720000,11.64,32.09,30.1,51.47,11.39,0.42,0.04,0.37,0.77,0.39,0.17,0.2,1,0.45
China,2006,64.48,36.04,28.44,109.16,2099.22,4.51,0.87,1311020000,10.63,32.45,27.54,56.59,12.72,0.47,0.04,0.37,0.76,0.38,0.27,0.36,1,0.54
China,2007,62.19,35.43,26.76,105.79,2693.96,4.4,0.48,1317885000,10.25,32.38,28.02,58.25,14.23,0.52,0.05,0.37,0.76,0.39,0.24,0.61,1,0.63
China,2008,57.61,32.6,25.01,102,3468.33,3.73,1.24,1324655000,10.17,32.12,29.33,59.22,9.65,0.48,0.07,0.34,0.77,0.38,0.23,0.46,1,0.56
China,2009,45.18,24.75,20.44,124.41,3832.23,2.57,0.86,1331260000,9.64,31.6,30.81,58.37,9.4,0.52,0.09,0.4,0.76,0.42,0.21,0.56,1,0.6
China,2010,50.72,27.19,23.53,126.58,4550.47,4,0.95,1337705000,9.33,31.61,25.59,58.85,10.64,0.52,0.11,0.4,0.77,0.43,0.18,0.56,1,0.59
China,2011,50.74,26.57,24.17,123.1,5614.39,3.71,0.64,1345035000,9.18,32.06,27.96,58.77,9.55,0.51,0.13,0.37,0.76,0.43,0.22,0.52,1,0.58
China,2012,48.27,25.49,22.78,128.92,6300.58,2.83,0.76,1354190000,9.11,31.53,27.96,56.87,7.86,0.55,0.26,0.38,0.76,0.48,0.25,0.54,1,0.6
China,2013,46.74,24.6,22.15,134.32,7020.39,3.04,0.76,1363240000,8.94,30.67,26.54,55.92,7.77,0.56,0.3,0.37,0.76,0.5,0.23,0.56,1,0.6
China,2014,44.91,23.51,21.4,140.24,7636.07,2.56,1.18,1371860000,8.64,30.4,28.57,66.83,7.43,0.59,0.33,0.39,0.75,0.52,0.29,0.62,1,0.64
China,2015,39.46,21.35,18.11,152.59,8016.45,2.19,1.58,1379860000,8.39,28.95,26.19,67.14,7.04,0.62,0.44,0.43,0.73,0.57,0.26,0.66,1,0.65
China,2016,36.89,19.58,17.31,156.23,8094.39,1.56,1.93,1387790000,8.06,28.07,26.67,66.67,6.85,0.64,0.46,0.44,0.72,0.58,0.32,0.66,1,0.67
China,2017,37.63,19.69,17.94,154.9,8817.05,1.35,1.12,1396215000,7.46,28.11,38.57,67.62,6.95,0.63,0.47,0.47,0.72,0.6,0.19,0.67,1,0.63
China,2018,37.57,19.11,18.45,157.81,9905.41,1.69,1.03,1402760000,7.04,27.84,36.32,68.57,6.75,0.64,0.53,0.45,0.71,0.61,0.3,0.59,1,0.63
China,2019,35.89,18.41,17.48,165.39,10143.86,1.31,0.96,1407745000,7.14,26.77,38.21,70.95,5.95,0.63,0.52,0.45,0.72,0.61,0.21,0.63,1,0.62
China,2020,34.75,18.59,16.17,182.87,10408.72,1.72,1.05,1411100000,7.7,26.29,27.83,73.33,2.24,0.67,0.49,0.48,0.73,0.62,0.37,0.71,1,0.71
China,2021,37.3,19.94,17.36,177.27,12617.51,1.93,1,1412360000,7.24,27.55,28.3,75.71,8.45,0.63,0.46,0.49,0.73,0.61,0.19,0.68,1,0.64
France,1980,43.5,20.98,22.52,..,12738.52,0.47,0.44,55052582,3.61,18.49,..,..,1.58,0.15,0.14,0.16,0.26,0.2,0.03,0.03,0.21,0.09
France,1981,45.41,21.97,23.44,..,11116.86,0.4,0.74,55371044,3.53,18.05,..,..,1.07,0.16,0.16,0.17,0.28,0.22,0.03,0.02,0.26,0.1
France,1982,45.25,21.4,23.85,..,10501.61,0.27,0.49,55694106,4.05,17.47,..,..,2.51,0.17,0.15,0.16,0.27,0.21,0.05,0.03,0.3,0.12
France,1983,45.14,22.44,22.7,..,9998.98,0.31,0.31,55992656,3.6,17.49,..,..,1.24,0.18,0.17,0.19,0.3,0.24,0.04,0.04,0.25,0.11
France,1984,47.54,23.84,23.71,..,9430.07,0.45,0.4,56275701,3.36,17.26,..,..,1.51,0.19,0.19,0.21,0.33,0.26,0.08,0.05,0.21,0.11
France,1985,47.02,23.32,23.69,..,9778.09,0.47,0.41,56569195,3.34,17.32,..,..,1.62,0.25,0.25,0.27,0.4,0.34,0.11,0.08,0.27,0.15
France,1986,40.89,20.38,20.5,..,13566.66,0.42,0.7,56865193,3.23,16.93,..,..,2.34,0.31,0.29,0.32,0.45,0.38,0.11,0.12,0.44,0.22
France,1987,40.29,19.6,20.7,..,16340.73,0.55,0.99,57168409,3.09,16.51,..,..,2.56,0.37,0.32,0.35,0.48,0.42,0.1,0.12,0.71,0.3
France,1988,41.39,20.37,21.03,..,17727.51,0.83,1.42,57472651,2.85,16.38,..,..,4.74,0.34,0.36,0.39,0.53,0.47,0.13,0.12,0.36,0.2
France,1989,44,21.66,22.34,..,17747.58,1.01,1.9,57766282,3.12,16.18,..,..,4.34,0.42,0.49,0.53,0.54,0.59,0.1,0.18,0.4,0.23
France,1990,42.74,20.98,21.76,..,21865.56,1.04,2.74,58044701,3.14,16.21,..,..,2.92,0.42,0.48,0.51,0.53,0.57,0.12,0.15,0.48,0.25
France,1991,42.98,21.33,21.65,..,21675.71,1.19,1.89,58557577,2.61,15.92,..,..,1.05,0.41,0.47,0.5,0.51,0.56,0.14,0.17,0.43,0.24
France,1992,41.99,21.33,20.66,..,23814.23,1.56,2.23,58849943,2.59,15.59,..,..,1.6,0.41,0.46,0.53,0.49,0.56,0.13,0.15,0.44,0.24
